sample	exp	Kingdom	Phylum	Class	Order	Family	Genus	Species	pctseqs	numseqs
297	SB093_m2_0h..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.327144184425992	0.327144184425992
298	SB093_m2_0h..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.201280413448696	0.201280413448696
299	SB093_m2_0h..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00479066256314964	0.00479066256314964
300	SB093_m2_0h..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.356163985831253	0.356163985831253
301	SB093_m2_0h..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.110504616456652	0.110504616456652
302	SB093_m2_0h..pool781	SB093	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000116137274258173	0.000116137274258173
303	SB093_m3_0h..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.326254433397291	0.326254433397291
304	SB093_m3_0h..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.220594220594221	0.220594220594221
305	SB093_m3_0h..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00976800976800977	0.00976800976800977
306	SB093_m3_0h..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0.000159893017035874	0.000159893017035874
307	SB093_m3_0h..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.31254724111867	0.31254724111867
308	SB093_m3_0h..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.129818594104308	0.129818594104308
309	SB093_m3_0h..pool781	SB093	Viridiplantae	Streptophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops tauschii	5.81429152857724e-05	5.81429152857724e-05
310	SB093_m3_0h..pool781	SB093	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000799465085179371	0.000799465085179371
311	SB093_m4_6h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.329298251860291	0.329298251860291
312	SB093_m4_6h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.198098764552996	0.198098764552996
313	SB093_m4_6h_flag..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00895432050414783	0.00895432050414783
314	SB093_m4_6h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.306547513084345	0.306547513084345
315	SB093_m4_6h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.156976537188023	0.156976537188023
316	SB093_m4_6h_flag..pool781	SB093	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000124612810196888	0.000124612810196888
317	SB093_m5_6h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.346525945470537	0.346525945470537
318	SB093_m5_6h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.159759946194837	0.159759946194837
319	SB093_m5_6h_flag..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00512183765326711	0.00512183765326711
320	SB093_m5_6h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.374618448962699	0.374618448962699
321	SB093_m5_6h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.113973821718661	0.113973821718661
322	SB093_m6_6h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.320654723636427	0.320654723636427
323	SB093_m6_6h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.215200430922139	0.215200430922139
324	SB093_m6_6h_flag..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00849681152369203	0.00849681152369203
325	SB093_m6_6h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.302948688988897	0.302948688988897
326	SB093_m6_6h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.152421330645862	0.152421330645862
327	SB093_m6_6h_flag..pool781	SB093	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000278014282983788	0.000278014282983788
328	SB093_m7_6h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.261169386169386	0.261169386169386
329	SB093_m7_6h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.212398712398712	0.212398712398712
330	SB093_m7_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00598013098013098	0.00598013098013098
331	SB093_m7_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0.000166500166500167	0.000166500166500167
332	SB093_m7_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.324841824841825	0.324841824841825
333	SB093_m7_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.195443445443445	0.195443445443445
334	SB093_m8_6h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.361637016484413	0.361637016484413
335	SB093_m8_6h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.21625591643545	0.21625591643545
336	SB093_m8_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00613405146618791	0.00613405146618791
337	SB093_m8_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0.000136010010336761	0.000136010010336761
338	SB093_m8_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.262594526957184	0.262594526957184
339	SB093_m8_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.153065665632991	0.153065665632991
340	SB093_m8_6h_aCD3..pool781	SB093	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000176813013437789	0.000176813013437789
341	SB093_m9_6h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.358837865572088	0.358837865572088
342	SB093_m9_6h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.194458696767573	0.194458696767573
343	SB093_m9_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00854604925602873	0.00854604925602873
344	SB093_m9_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0.000208440225756798	0.000208440225756798
345	SB093_m9_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.319394561313494	0.319394561313494
346	SB093_m9_6h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.118073370959466	0.118073370959466
347	SB093_m9_6h_aCD3..pool781	SB093	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000481015905592612	0.000481015905592612
348	SB172.INPUT3MIX..pool957	SB172	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	1.13475821139411e-05	1.13475821139411e-05
349	SB172.INPUT3MIX..pool957	SB172	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.439628026258305	0.439628026258305
350	SB172.INPUT3MIX..pool957	SB172	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.289499514890865	0.289499514890865
351	SB172.INPUT3MIX..pool957	SB172	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.270861111268716	0.270861111268716
352	SB172.INPUT4MIX..pool957	SB172	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.295141433842255	0.295141433842255
353	SB172.INPUT4MIX..pool957	SB172	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.276004074686013	0.276004074686013
354	SB172.INPUT4MIX..pool957	SB172	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.206889697752711	0.206889697752711
355	SB172.INPUT4MIX..pool957	SB172	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.221964793719021	0.221964793719021
