"","sample","compound","value","dilution","run","tube_label"
"978","c8","Acetate.ISTD",3308260,"concentrate","SBR3",8
"979","c9","Acetate.ISTD",2678051,"concentrate","SBR3",9
"980","c10","Acetate.ISTD",2997395,"concentrate","SBR3",10
"981","c21","Acetate.ISTD",2897493,"concentrate","SBR3",21
"982","c22","Acetate.ISTD",2979625,"concentrate","SBR3",22
"983","c23","Acetate.ISTD",3004062,"concentrate","SBR3",23
"984","c24","Acetate.ISTD",2461096,"concentrate","SBR3",24
"985","c25","Acetate.ISTD",2869726,"concentrate","SBR3",25
"986","c26","Acetate.ISTD",3100085,"concentrate","SBR3",26
"987","c27","Acetate.ISTD",2826076,"concentrate","SBR3",27
"988","c28","Acetate.ISTD",2845912,"concentrate","SBR3",28
"989","c29","Acetate.ISTD",2726830,"concentrate","SBR3",29
"990","c30","Acetate.ISTD",2746953,"concentrate","SBR3",30
"991","c31","Acetate.ISTD",3139987,"concentrate","SBR3",31
"992","c32","Acetate.ISTD",2776832,"concentrate","SBR3",32
"993","c33","Acetate.ISTD",2946676,"concentrate","SBR3",33
"994","c34","Acetate.ISTD",2144462,"concentrate","SBR3",34
"995","c35","Acetate.ISTD",2784313,"concentrate","SBR3",35
"996","c36","Acetate.ISTD",2813224,"concentrate","SBR3",36
"997","c37","Acetate.ISTD",2970692,"concentrate","SBR3",37
"998","c38","Acetate.ISTD",2913677,"concentrate","SBR3",38
"999","c39","Acetate.ISTD",2803157,"concentrate","SBR3",39
"1000","c40","Acetate.ISTD",2595623,"concentrate","SBR3",40
"1001","1","acetate",398037,"dilute","SBR3",1
"1002","2","acetate",415871,"dilute","SBR3",2
"1003","3","acetate",333635,"dilute","SBR3",3
"1004","4","acetate",271478,"dilute","SBR3",4
"1005","5","acetate",181860,"dilute","SBR3",5
"1006","6","acetate",206824,"dilute","SBR3",6
"1007","7","acetate",141398,"dilute","SBR3",7
"1008","8","acetate",188443,"dilute","SBR3",8
"1009","9","acetate",360268,"dilute","SBR3",9
"1010","10","acetate",261960,"dilute","SBR3",10
"1011","21","acetate",233701,"dilute","SBR3",21
"1012","22","acetate",171719,"dilute","SBR3",22
"1013","23","acetate",262821,"dilute","SBR3",23
"1014","24","acetate",135093,"dilute","SBR3",24
"1015","25","acetate",211216,"dilute","SBR3",25
"1016","26","acetate",288131,"dilute","SBR3",26
"1017","27","acetate",116812,"dilute","SBR3",27
"1018","28","acetate",111642,"dilute","SBR3",28
"1019","29","acetate",145517,"dilute","SBR3",29
"1020","30","acetate",131805,"dilute","SBR3",30
"1021","31","acetate",456688,"dilute","SBR3",31
"1022","32","acetate",684720,"dilute","SBR3",32
"1023","33","acetate",819666,"dilute","SBR3",33
"1024","34","acetate",550785,"dilute","SBR3",34
"1025","35","acetate",1069286,"dilute","SBR3",35
"1026","36","acetate",338916,"dilute","SBR3",36
"1027","37","acetate",525209,"dilute","SBR3",37
"1028","38","acetate",379800,"dilute","SBR3",38
"1029","39","acetate",390850,"dilute","SBR3",39
"1030","40","acetate",417247,"dilute","SBR3",40
"1031","1","Propionate.ISTD",460801,"dilute","SBR3",1
"1032","2","Propionate.ISTD",486481,"dilute","SBR3",2
"1033","3","Propionate.ISTD",423556,"dilute","SBR3",3
"1034","4","Propionate.ISTD",498102,"dilute","SBR3",4
"1035","5","Propionate.ISTD",324731,"dilute","SBR3",5
"1036","6","Propionate.ISTD",443431,"dilute","SBR3",6
"1037","7","Propionate.ISTD",378755,"dilute","SBR3",7
"1038","8","Propionate.ISTD",488062,"dilute","SBR3",8
"1039","9","Propionate.ISTD",463862,"dilute","SBR3",9
"1040","10","Propionate.ISTD",399074,"dilute","SBR3",10
"1041","21","Propionate.ISTD",350541,"dilute","SBR3",21
"1042","22","Propionate.ISTD",411924,"dilute","SBR3",22
"1043","23","Propionate.ISTD",321526,"dilute","SBR3",23
"1044","24","Propionate.ISTD",323870,"dilute","SBR3",24
"1045","25","Propionate.ISTD",437678,"dilute","SBR3",25
"1046","26","Propionate.ISTD",379249,"dilute","SBR3",26
"1047","27","Propionate.ISTD",349911,"dilute","SBR3",27
"1048","28","Propionate.ISTD",337758,"dilute","SBR3",28
"1049","29","Propionate.ISTD",360909,"dilute","SBR3",29
"1050","30","Propionate.ISTD",331117,"dilute","SBR3",30
"1051","31","Propionate.ISTD",375450,"dilute","SBR3",31
"1052","32","Propionate.ISTD",437850,"dilute","SBR3",32
"1053","33","Propionate.ISTD",367005,"dilute","SBR3",33
"1054","34","Propionate.ISTD",276202,"dilute","SBR3",34
"1055","35","Propionate.ISTD",409432,"dilute","SBR3",35
"1056","36","Propionate.ISTD",307093,"dilute","SBR3",36
"1057","37","Propionate.ISTD",519500,"dilute","SBR3",37
"1058","38","Propionate.ISTD",335973,"dilute","SBR3",38
"1059","39","Propionate.ISTD",367217,"dilute","SBR3",39
"1060","40","Propionate.ISTD",343912,"dilute","SBR3",40
"1061","c1","Propionate.ISTD",4538908,"concentrate","SBR3",1
"1062","c2","Propionate.ISTD",6044946,"concentrate","SBR3",2
"1063","c3","Propionate.ISTD",5542407,"concentrate","SBR3",3
"1064","c4","Propionate.ISTD",5913998,"concentrate","SBR3",4
"1065","c5","Propionate.ISTD",5341942,"concentrate","SBR3",5
"1066","c6","Propionate.ISTD",5368605,"concentrate","SBR3",6
"1067","c7","Propionate.ISTD",5554019,"concentrate","SBR3",7
"1068","c8","Propionate.ISTD",5823744,"concentrate","SBR3",8
"1069","c9","Propionate.ISTD",4981864,"concentrate","SBR3",9
"1070","c10","Propionate.ISTD",5381735,"concentrate","SBR3",10
"1071","c21","Propionate.ISTD",5314392,"concentrate","SBR3",21
"1072","c22","Propionate.ISTD",5537739,"concentrate","SBR3",22
"1073","c23","Propionate.ISTD",5339096,"concentrate","SBR3",23
"1074","c24","Propionate.ISTD",4740328,"concentrate","SBR3",24
"1075","c25","Propionate.ISTD",5371902,"concentrate","SBR3",25
"1076","c26","Propionate.ISTD",5700101,"concentrate","SBR3",26
"1077","c27","Propionate.ISTD",5200768,"concentrate","SBR3",27
"1078","c28","Propionate.ISTD",5270903,"concentrate","SBR3",28
"1079","c29","Propionate.ISTD",5170551,"concentrate","SBR3",29
"1080","c30","Propionate.ISTD",5259403,"concentrate","SBR3",30
"1081","c31","Propionate.ISTD",5584871,"concentrate","SBR3",31
"1082","c32","Propionate.ISTD",5477036,"concentrate","SBR3",32
"1083","c33","Propionate.ISTD",5561439,"concentrate","SBR3",33
"1084","c34","Propionate.ISTD",4709100,"concentrate","SBR3",34
"1085","c35","Propionate.ISTD",5219456,"concentrate","SBR3",35
"1086","c36","Propionate.ISTD",5277033,"concentrate","SBR3",36
"1087","c37","Propionate.ISTD",5449161,"concentrate","SBR3",37
"1088","c38","Propionate.ISTD",5442911,"concentrate","SBR3",38
"1089","c39","Propionate.ISTD",5323552,"concentrate","SBR3",39
"1090","c40","Propionate.ISTD",5246058,"concentrate","SBR3",40
"1091","1","propionate",252013,"dilute","SBR3",1
"1092","2","propionate",336418,"dilute","SBR3",2
"1093","3","propionate",325356,"dilute","SBR3",3
"1094","4","propionate",244337,"dilute","SBR3",4
"1095","5","propionate",179126,"dilute","SBR3",5
"1096","6","propionate",173598,"dilute","SBR3",6
"1097","7","propionate",135338,"dilute","SBR3",7
"1098","8","propionate",224689,"dilute","SBR3",8
"1099","9","propionate",368708,"dilute","SBR3",9
"1100","10","propionate",284612,"dilute","SBR3",10
"1101","21","propionate",174759,"dilute","SBR3",21
"1102","22","propionate",175198,"dilute","SBR3",22
"1103","23","propionate",168794,"dilute","SBR3",23
"1104","24","propionate",116545,"dilute","SBR3",24
"1105","25","propionate",96951,"dilute","SBR3",25
"1106","26","propionate",112102,"dilute","SBR3",26
"1107","27","propionate",92651,"dilute","SBR3",27
"1108","28","propionate",100543,"dilute","SBR3",28
"1109","29","propionate",126893,"dilute","SBR3",29
"1110","30","propionate",113802,"dilute","SBR3",30
"1111","31","propionate",170820,"dilute","SBR3",31
"1112","32","propionate",297586,"dilute","SBR3",32
"1113","33","propionate",277014,"dilute","SBR3",33
"1114","34","propionate",242219,"dilute","SBR3",34
"1115","35","propionate",386901,"dilute","SBR3",35
"1116","36","propionate",173579,"dilute","SBR3",36
"1117","37","propionate",389048,"dilute","SBR3",37
"1118","38","propionate",383760,"dilute","SBR3",38
"1119","39","propionate",319486,"dilute","SBR3",39
"1120","40","propionate",201133,"dilute","SBR3",40
"1121","1","isobutyrate",15489,"dilute","SBR3",1
"1122","2","isobutyrate",15595,"dilute","SBR3",2
"1123","3","isobutyrate",25263,"dilute","SBR3",3
"1124","4","isobutyrate",32704,"dilute","SBR3",4
"1125","5","isobutyrate",14711,"dilute","SBR3",5
"1126","6","isobutyrate",35675,"dilute","SBR3",6
"1127","7","isobutyrate",28702,"dilute","SBR3",7
"1128","8","isobutyrate",27876,"dilute","SBR3",8
"1129","9","isobutyrate",23130,"dilute","SBR3",9
"1130","10","isobutyrate",34736,"dilute","SBR3",10
"1131","21","isobutyrate",14465,"dilute","SBR3",21
"1132","22","isobutyrate",14822,"dilute","SBR3",22
"1133","23","isobutyrate",6871,"dilute","SBR3",23
"1134","24","isobutyrate",16633,"dilute","SBR3",24
"1135","25","isobutyrate",17308,"dilute","SBR3",25
"1136","26","isobutyrate",26327,"dilute","SBR3",26
"1137","27","isobutyrate",11869,"dilute","SBR3",27
"1138","28","isobutyrate",21624,"dilute","SBR3",28
"1139","29","isobutyrate",23290,"dilute","SBR3",29
"1140","30","isobutyrate",17575,"dilute","SBR3",30
"1141","31","isobutyrate",25126,"dilute","SBR3",31
"1142","32","isobutyrate",43646,"dilute","SBR3",32
"1143","33","isobutyrate",33118,"dilute","SBR3",33
"1144","34","isobutyrate",19748,"dilute","SBR3",34
"1145","35","isobutyrate",40510,"dilute","SBR3",35
"1146","36","isobutyrate",44884,"dilute","SBR3",36
"1147","37","isobutyrate",101629,"dilute","SBR3",37
"1148","38","isobutyrate",86177,"dilute","SBR3",38
"1149","39","isobutyrate",77564,"dilute","SBR3",39
"1150","40","isobutyrate",30545,"dilute","SBR3",40
"1151","c1","pivalate",23561,"concentrate","SBR3",1
"1152","c2","pivalate",24750,"concentrate","SBR3",2
"1153","c3","pivalate",23217,"concentrate","SBR3",3
"1154","c4","pivalate",19613,"concentrate","SBR3",4
"1155","c5","pivalate",18974,"concentrate","SBR3",5
"1156","c6","pivalate",16857,"concentrate","SBR3",6
"1157","c7","pivalate",19220,"concentrate","SBR3",7
"1158","c8","pivalate",17830,"concentrate","SBR3",8
"1159","c9","pivalate",24208,"concentrate","SBR3",9
"1160","c10","pivalate",22620,"concentrate","SBR3",10
"1161","c21","pivalate",28170,"concentrate","SBR3",21
"1162","c22","pivalate",32892,"concentrate","SBR3",22
"1163","c23","pivalate",25392,"concentrate","SBR3",23
"1164","c24","pivalate",21350,"concentrate","SBR3",24
"1165","c25","pivalate",24525,"concentrate","SBR3",25
"1166","c26","pivalate",21343,"concentrate","SBR3",26
"1167","c27","pivalate",18686,"concentrate","SBR3",27
"1168","c28","pivalate",17972,"concentrate","SBR3",28
"1169","c29","pivalate",27571,"concentrate","SBR3",29
"1170","c30","pivalate",20509,"concentrate","SBR3",30
"1171","c31","pivalate",26761,"concentrate","SBR3",31
"1172","c32","pivalate",28683,"concentrate","SBR3",32
"1173","c33","pivalate",25797,"concentrate","SBR3",33
"1174","c34","pivalate",24509,"concentrate","SBR3",34
"1175","c35","pivalate",38114,"concentrate","SBR3",35
"1176","c36","pivalate",26749,"concentrate","SBR3",36
"1177","c37","pivalate",25004,"concentrate","SBR3",37
"1178","c38","pivalate",28815,"concentrate","SBR3",38
"1179","c39","pivalate",28397,"concentrate","SBR3",39
"1180","c40","pivalate",25368,"concentrate","SBR3",40
"1181","1","Butyrate.ISTD",1022291,"dilute","SBR3",1
"1182","2","Butyrate.ISTD",1118124,"dilute","SBR3",2
"1183","3","Butyrate.ISTD",943263,"dilute","SBR3",3
"1184","4","Butyrate.ISTD",1082664,"dilute","SBR3",4
"1185","5","Butyrate.ISTD",710364,"dilute","SBR3",5
"1186","6","Butyrate.ISTD",1016406,"dilute","SBR3",6
"1187","7","Butyrate.ISTD",810710,"dilute","SBR3",7
"1188","8","Butyrate.ISTD",1073708,"dilute","SBR3",8
"1189","9","Butyrate.ISTD",998950,"dilute","SBR3",9
"1190","10","Butyrate.ISTD",824359,"dilute","SBR3",10
"1191","21","Butyrate.ISTD",751764,"dilute","SBR3",21
"1192","22","Butyrate.ISTD",939788,"dilute","SBR3",22
"1193","23","Butyrate.ISTD",676910,"dilute","SBR3",23
"1194","24","Butyrate.ISTD",774490,"dilute","SBR3",24
"1195","25","Butyrate.ISTD",986704,"dilute","SBR3",25
"1196","26","Butyrate.ISTD",818646,"dilute","SBR3",26
"1197","27","Butyrate.ISTD",744727,"dilute","SBR3",27
"1198","28","Butyrate.ISTD",763323,"dilute","SBR3",28
"1199","29","Butyrate.ISTD",814863,"dilute","SBR3",29
"1200","30","Butyrate.ISTD",695202,"dilute","SBR3",30
"1201","31","Butyrate.ISTD",828827,"dilute","SBR3",31
"1202","32","Butyrate.ISTD",1066520,"dilute","SBR3",32
"1203","33","Butyrate.ISTD",830456,"dilute","SBR3",33
"1204","34","Butyrate.ISTD",679255,"dilute","SBR3",34
"1205","35","Butyrate.ISTD",1001506,"dilute","SBR3",35
"1206","36","Butyrate.ISTD",683923,"dilute","SBR3",36
"1207","37","Butyrate.ISTD",1230629,"dilute","SBR3",37
"1208","38","Butyrate.ISTD",750856,"dilute","SBR3",38
"1209","39","Butyrate.ISTD",802580,"dilute","SBR3",39
"1210","40","Butyrate.ISTD",782270,"dilute","SBR3",40
"1211","1","ButyrateM1.ISTD",44916,"dilute","SBR3",1
"1212","2","ButyrateM1.ISTD",49735,"dilute","SBR3",2
"1213","3","ButyrateM1.ISTD",36275,"dilute","SBR3",3
"1214","4","ButyrateM1.ISTD",46058,"dilute","SBR3",4
"1215","5","ButyrateM1.ISTD",32280,"dilute","SBR3",5
"1216","6","ButyrateM1.ISTD",46753,"dilute","SBR3",6
"1217","7","ButyrateM1.ISTD",39261,"dilute","SBR3",7
"1218","8","ButyrateM1.ISTD",43638,"dilute","SBR3",8
"1219","9","ButyrateM1.ISTD",43147,"dilute","SBR3",9
"1220","10","ButyrateM1.ISTD",32759,"dilute","SBR3",10
"1221","21","ButyrateM1.ISTD",33479,"dilute","SBR3",21
"1222","22","ButyrateM1.ISTD",44054,"dilute","SBR3",22
"1223","23","ButyrateM1.ISTD",29032,"dilute","SBR3",23
"1224","24","ButyrateM1.ISTD",35095,"dilute","SBR3",24
"1225","25","ButyrateM1.ISTD",42173,"dilute","SBR3",25
"1226","26","ButyrateM1.ISTD",33176,"dilute","SBR3",26
"1227","27","ButyrateM1.ISTD",35553,"dilute","SBR3",27
"1228","28","ButyrateM1.ISTD",31356,"dilute","SBR3",28
"1229","29","ButyrateM1.ISTD",35751,"dilute","SBR3",29
"1230","30","ButyrateM1.ISTD",35727,"dilute","SBR3",30
"1231","31","ButyrateM1.ISTD",36258,"dilute","SBR3",31
"1232","32","ButyrateM1.ISTD",47324,"dilute","SBR3",32
"1233","33","ButyrateM1.ISTD",32494,"dilute","SBR3",33
"1234","34","ButyrateM1.ISTD",32477,"dilute","SBR3",34
"1235","35","ButyrateM1.ISTD",42994,"dilute","SBR3",35
"1236","36","ButyrateM1.ISTD",27844,"dilute","SBR3",36
"1237","37","ButyrateM1.ISTD",54140,"dilute","SBR3",37
"1238","38","ButyrateM1.ISTD",37048,"dilute","SBR3",38
"1239","39","ButyrateM1.ISTD",37707,"dilute","SBR3",39
"1240","40","ButyrateM1.ISTD",33464,"dilute","SBR3",40
"1241","c1","ButyrateM1.ISTD",382410,"concentrate","SBR3",1
"1242","c2","ButyrateM1.ISTD",550704,"concentrate","SBR3",2
"1243","c3","ButyrateM1.ISTD",523763,"concentrate","SBR3",3
"1244","c4","ButyrateM1.ISTD",552770,"concentrate","SBR3",4
"1245","c5","ButyrateM1.ISTD",505805,"concentrate","SBR3",5
"1246","c6","ButyrateM1.ISTD",512049,"concentrate","SBR3",6
"1247","c7","ButyrateM1.ISTD",518221,"concentrate","SBR3",7
"1248","c8","ButyrateM1.ISTD",553044,"concentrate","SBR3",8
"1249","c9","ButyrateM1.ISTD",473854,"concentrate","SBR3",9
"1250","c10","ButyrateM1.ISTD",519729,"concentrate","SBR3",10
"1251","c21","ButyrateM1.ISTD",499513,"concentrate","SBR3",21
"1252","c22","ButyrateM1.ISTD",535333,"concentrate","SBR3",22
"1253","c23","ButyrateM1.ISTD",499513,"concentrate","SBR3",23
"1254","c24","ButyrateM1.ISTD",469106,"concentrate","SBR3",24
"1255","c25","ButyrateM1.ISTD",514235,"concentrate","SBR3",25
"1256","c26","ButyrateM1.ISTD",541421,"concentrate","SBR3",26
"1257","c27","ButyrateM1.ISTD",494908,"concentrate","SBR3",27
"1258","c28","ButyrateM1.ISTD",507843,"concentrate","SBR3",28
"1259","c29","ButyrateM1.ISTD",498453,"concentrate","SBR3",29
"1260","c30","ButyrateM1.ISTD",512760,"concentrate","SBR3",30
"1261","c31","ButyrateM1.ISTD",503813,"concentrate","SBR3",31
"1262","c32","ButyrateM1.ISTD",551849,"concentrate","SBR3",32
"1263","c33","ButyrateM1.ISTD",523913,"concentrate","SBR3",33
"1264","c34","ButyrateM1.ISTD",496624,"concentrate","SBR3",34
"1265","c35","ButyrateM1.ISTD",526853,"concentrate","SBR3",35
"1266","c36","ButyrateM1.ISTD",522917,"concentrate","SBR3",36
"1267","c37","ButyrateM1.ISTD",535850,"concentrate","SBR3",37
"1268","c38","ButyrateM1.ISTD",541804,"concentrate","SBR3",38
"1269","c39","ButyrateM1.ISTD",506529,"concentrate","SBR3",39
"1270","c40","ButyrateM1.ISTD",515648,"concentrate","SBR3",40
"1271","1","butyrate",2153,"dilute","SBR3",1
"1272","2","butyrate",1624,"dilute","SBR3",2
"1273","3","butyrate",2751,"dilute","SBR3",3
"1274","4","butyrate",1824,"dilute","SBR3",4
"1275","5","butyrate",1489,"dilute","SBR3",5
"1276","6","butyrate",1413,"dilute","SBR3",6
"1277","7","butyrate",956,"dilute","SBR3",7
"1278","8","butyrate",1173,"dilute","SBR3",8
"1279","9","butyrate",1768,"dilute","SBR3",9
"1280","10","butyrate",1870,"dilute","SBR3",10
"1281","21","butyrate",1883,"dilute","SBR3",21
"1282","22","butyrate",1862,"dilute","SBR3",22
"1283","23","butyrate",2143,"dilute","SBR3",23
"1284","24","butyrate",1475,"dilute","SBR3",24
"1285","25","butyrate",1355,"dilute","SBR3",25
"1286","26","butyrate",1851,"dilute","SBR3",26
"1287","27","butyrate",1520,"dilute","SBR3",27
"1288","28","butyrate",1828,"dilute","SBR3",28
"1289","29","butyrate",2828,"dilute","SBR3",29
"1290","30","butyrate",155,"dilute","SBR3",30
"1291","31","butyrate",1253832,"dilute","SBR3",31
"1292","32","butyrate",2251251,"dilute","SBR3",32
"1293","33","butyrate",1853690,"dilute","SBR3",33
"1294","34","butyrate",1581033,"dilute","SBR3",34
"1295","35","butyrate",2505158,"dilute","SBR3",35
"1296","36","butyrate",659515,"dilute","SBR3",36
"1297","37","butyrate",1225710,"dilute","SBR3",37
"1298","38","butyrate",692205,"dilute","SBR3",38
"1299","39","butyrate",912340,"dilute","SBR3",39
"1300","40","butyrate",1047161,"dilute","SBR3",40
"1301","c1","X2.methylbutyrate",75508,"concentrate","SBR3",1
"1302","c2","X2.methylbutyrate",104587,"concentrate","SBR3",2
"1303","c3","X2.methylbutyrate",251639,"concentrate","SBR3",3
"1304","c4","X2.methylbutyrate",323098,"concentrate","SBR3",4
"1305","c5","X2.methylbutyrate",357892,"concentrate","SBR3",5
"1306","c6","X2.methylbutyrate",553714,"concentrate","SBR3",6
"1307","c7","X2.methylbutyrate",475145,"concentrate","SBR3",7
"1308","c8","X2.methylbutyrate",541796,"concentrate","SBR3",8
"1309","c9","X2.methylbutyrate",193721,"concentrate","SBR3",9
"1310","c10","X2.methylbutyrate",520734,"concentrate","SBR3",10
"1311","c21","X2.methylbutyrate",167260,"concentrate","SBR3",21
"1312","c22","X2.methylbutyrate",128497,"concentrate","SBR3",22
"1313","c23","X2.methylbutyrate",131361,"concentrate","SBR3",23
"1314","c24","X2.methylbutyrate",146514,"concentrate","SBR3",24
"1315","c25","X2.methylbutyrate",197478,"concentrate","SBR3",25
"1316","c26","X2.methylbutyrate",381913,"concentrate","SBR3",26
"1317","c27","X2.methylbutyrate",270220,"concentrate","SBR3",27
"1318","c28","X2.methylbutyrate",302448,"concentrate","SBR3",28
"1319","c29","X2.methylbutyrate",306295,"concentrate","SBR3",29
"1320","c30","X2.methylbutyrate",292228,"concentrate","SBR3",30
"1321","c31","X2.methylbutyrate",273609,"concentrate","SBR3",31
"1322","c32","X2.methylbutyrate",364436,"concentrate","SBR3",32
"1323","c33","X2.methylbutyrate",380662,"concentrate","SBR3",33
"1324","c34","X2.methylbutyrate",205366,"concentrate","SBR3",34
"1325","c35","X2.methylbutyrate",284882,"concentrate","SBR3",35
"1326","c36","X2.methylbutyrate",706675,"concentrate","SBR3",36
"1327","c37","X2.methylbutyrate",1246356,"concentrate","SBR3",37
"1328","c38","X2.methylbutyrate",1549436,"concentrate","SBR3",38
"1329","c39","X2.methylbutyrate",1248242,"concentrate","SBR3",39
"1330","c40","X2.methylbutyrate",444346,"concentrate","SBR3",40
"1331","c1","X2.hydroxybutyrate",1,"concentrate","SBR3",1
"1332","c2","X2.hydroxybutyrate",470,"concentrate","SBR3",2
"1333","c3","X2.hydroxybutyrate",1815,"concentrate","SBR3",3
"1334","c4","X2.hydroxybutyrate",761,"concentrate","SBR3",4
"1335","c5","X2.hydroxybutyrate",1502,"concentrate","SBR3",5
"1336","c6","X2.hydroxybutyrate",4272,"concentrate","SBR3",6
"1337","c7","X2.hydroxybutyrate",2101,"concentrate","SBR3",7
"1338","c8","X2.hydroxybutyrate",2092,"concentrate","SBR3",8
"1339","c9","X2.hydroxybutyrate",336,"concentrate","SBR3",9
"1340","c10","X2.hydroxybutyrate",3217,"concentrate","SBR3",10
"1341","c21","X2.hydroxybutyrate",570,"concentrate","SBR3",21
"1342","c22","X2.hydroxybutyrate",393,"concentrate","SBR3",22
"1343","c23","X2.hydroxybutyrate",845,"concentrate","SBR3",23
"1344","c24","X2.hydroxybutyrate",1113,"concentrate","SBR3",24
"1345","c25","X2.hydroxybutyrate",1569,"concentrate","SBR3",25
"1346","c26","X2.hydroxybutyrate",2762,"concentrate","SBR3",26
"1347","c27","X2.hydroxybutyrate",1748,"concentrate","SBR3",27
"1348","c28","X2.hydroxybutyrate",1842,"concentrate","SBR3",28
"1349","c29","X2.hydroxybutyrate",1862,"concentrate","SBR3",29
"1350","c30","X2.hydroxybutyrate",2704,"concentrate","SBR3",30
"1351","c31","X2.hydroxybutyrate",1935,"concentrate","SBR3",31
"1352","c32","X2.hydroxybutyrate",2654,"concentrate","SBR3",32
"1353","c33","X2.hydroxybutyrate",1174,"concentrate","SBR3",33
"1354","c34","X2.hydroxybutyrate",932,"concentrate","SBR3",34
"1355","c35","X2.hydroxybutyrate",1299,"concentrate","SBR3",35
"1356","c36","X2.hydroxybutyrate",3819,"concentrate","SBR3",36
"1357","c37","X2.hydroxybutyrate",7063,"concentrate","SBR3",37
"1358","c38","X2.hydroxybutyrate",6654,"concentrate","SBR3",38
"1359","c39","X2.hydroxybutyrate",5331,"concentrate","SBR3",39
"1360","c40","X2.hydroxybutyrate",1144,"concentrate","SBR3",40
"1361","c1","isovalerate",137194,"concentrate","SBR3",1
"1362","c2","isovalerate",187923,"concentrate","SBR3",2
"1363","c3","isovalerate",350224,"concentrate","SBR3",3
"1364","c4","isovalerate",431220,"concentrate","SBR3",4
"1365","c5","isovalerate",397333,"concentrate","SBR3",5
"1366","c6","isovalerate",569244,"concentrate","SBR3",6
"1367","c7","isovalerate",536992,"concentrate","SBR3",7
"1368","c8","isovalerate",603416,"concentrate","SBR3",8
"1369","c9","isovalerate",318920,"concentrate","SBR3",9
"1370","c10","isovalerate",641225,"concentrate","SBR3",10
"1371","c21","isovalerate",282836,"concentrate","SBR3",21
"1372","c22","isovalerate",148194,"concentrate","SBR3",22
"1373","c23","isovalerate",164253,"concentrate","SBR3",23
"1374","c24","isovalerate",174078,"concentrate","SBR3",24
"1375","c25","isovalerate",249649,"concentrate","SBR3",25
"1376","c26","isovalerate",466273,"concentrate","SBR3",26
"1377","c27","isovalerate",320450,"concentrate","SBR3",27
"1378","c28","isovalerate",372661,"concentrate","SBR3",28
"1379","c29","isovalerate",375980,"concentrate","SBR3",29
"1380","c30","isovalerate",354569,"concentrate","SBR3",30
"1381","c31","isovalerate",287698,"concentrate","SBR3",31
"1382","c32","isovalerate",377797,"concentrate","SBR3",32
"1383","c33","isovalerate",398855,"concentrate","SBR3",33
"1384","c34","isovalerate",290629,"concentrate","SBR3",34
"1385","c35","isovalerate",335919,"concentrate","SBR3",35
"1386","c36","isovalerate",653844,"concentrate","SBR3",36
"1387","c37","isovalerate",1195041,"concentrate","SBR3",37
"1388","c38","isovalerate",1430572,"concentrate","SBR3",38
"1389","c39","isovalerate",1155389,"concentrate","SBR3",39
"1390","c40","isovalerate",441737,"concentrate","SBR3",40
"1391","c1","crotonate",6533,"concentrate","SBR3",1
"1392","c2","crotonate",1076,"concentrate","SBR3",2
"1393","c3","crotonate",551,"concentrate","SBR3",3
"1394","c4","crotonate",1023,"concentrate","SBR3",4
"1395","c5","crotonate",329,"concentrate","SBR3",5
"1396","c6","crotonate",1128,"concentrate","SBR3",6
"1397","c7","crotonate",496,"concentrate","SBR3",7
"1398","c8","crotonate",1083,"concentrate","SBR3",8
"1399","c9","crotonate",631,"concentrate","SBR3",9
"1400","c10","crotonate",706,"concentrate","SBR3",10
"1401","c21","crotonate",1130,"concentrate","SBR3",21
"1402","c22","crotonate",1072,"concentrate","SBR3",22
"1403","c23","crotonate",1806,"concentrate","SBR3",23
"1404","c24","crotonate",434,"concentrate","SBR3",24
"1405","c25","crotonate",1325,"concentrate","SBR3",25
"1406","c26","crotonate",528,"concentrate","SBR3",26
"1407","c27","crotonate",873,"concentrate","SBR3",27
"1408","c28","crotonate",1214,"concentrate","SBR3",28
"1409","c29","crotonate",486,"concentrate","SBR3",29
"1410","c30","crotonate",965,"concentrate","SBR3",30
"1411","c31","crotonate",819,"concentrate","SBR3",31
"1412","c32","crotonate",2190,"concentrate","SBR3",32
"1413","c33","crotonate",2826,"concentrate","SBR3",33
"1414","c34","crotonate",14,"concentrate","SBR3",34
"1415","c35","crotonate",4154,"concentrate","SBR3",35
"1416","c36","crotonate",356,"concentrate","SBR3",36
"1417","c37","crotonate",1175,"concentrate","SBR3",37
"1418","c38","crotonate",2142,"concentrate","SBR3",38
"1419","c39","crotonate",1500,"concentrate","SBR3",39
"1420","c40","crotonate",1523,"concentrate","SBR3",40
"1421","c1","valerate",5271,"concentrate","SBR3",1
"1422","c2","valerate",5148,"concentrate","SBR3",2
"1423","c3","valerate",6912,"concentrate","SBR3",3
"1424","c4","valerate",4936,"concentrate","SBR3",4
"1425","c5","valerate",5892,"concentrate","SBR3",5
"1426","c6","valerate",4873,"concentrate","SBR3",6
"1427","c7","valerate",6943,"concentrate","SBR3",7
"1428","c8","valerate",6289,"concentrate","SBR3",8
"1429","c9","valerate",7759,"concentrate","SBR3",9
"1430","c10","valerate",7917,"concentrate","SBR3",10
"1431","c21","valerate",7747,"concentrate","SBR3",21
"1432","c22","valerate",7129,"concentrate","SBR3",22
"1433","c23","valerate",7008,"concentrate","SBR3",23
"1434","c24","valerate",5994,"concentrate","SBR3",24
"1435","c25","valerate",7947,"concentrate","SBR3",25
"1436","c26","valerate",9577,"concentrate","SBR3",26
